what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426816664098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816666106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816669192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816673147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816674025
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426816674034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816674377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816675446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816675605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816687943
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426816694010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816698765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816700605
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426816700622
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426816702397
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426816706502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816732895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816853570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426816855146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817415272
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426817417341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817420018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817423211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817426952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817428074
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426817428084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817428441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817429250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817429603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817432154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817436772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817440929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817445675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817446525
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426817446541
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426817448073
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426817448350
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/c/Users/Jonathan/Desktop/ECE385/ece385_lab8_jw/lab8_usb/lab8_usb/software/usb_kb/usb_kb.elf] return code: 4, 'other error'",1426817457039
error,log,,,"Downloading ELF Process failed",1426817457041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817457083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817462882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817469041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817480534
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426817480547
error,log,,,"Unhandled event loop exception",1426817480548
error,log,,,"Unhandled event loop exception",1426817480549
error,log,,,"Unhandled event loop exception",1426817480550
error,log,,,"Unhandled event loop exception",1426817480551
error,log,,,"Unhandled event loop exception",1426817480552
error,log,,,"Unhandled event loop exception",1426817480552
error,log,,,"Unhandled event loop exception",1426817480553
error,log,,,"Unhandled event loop exception",1426817480553
error,log,,,"Unhandled event loop exception",1426817480554
error,log,,,"Unhandled event loop exception",1426817480554
error,log,,,"Unhandled event loop exception",1426817480555
error,log,,,"Unhandled event loop exception",1426817480555
error,log,,,"Unhandled event loop exception",1426817480556
error,log,,,"Unhandled event loop exception",1426817480556
error,log,,,"Unhandled event loop exception",1426817480557
error,log,,,"Unhandled event loop exception",1426817480558
error,log,,,"Unhandled event loop exception",1426817480558
