what,kind,bundleId,bundleVersion,description,time
error,log,,,"Unhandled event loop exception",1426817639731
error,log,,,"Unhandled event loop exception",1426817639731
error,log,,,"Unhandled event loop exception",1426817639732
error,log,,,"Unhandled event loop exception",1426817639736
error,log,,,"Unhandled event loop exception",1426817639736
error,log,,,"Unhandled event loop exception",1426817639737
error,log,,,"Unhandled event loop exception",1426817639737
error,log,,,"Unhandled event loop exception",1426817639738
error,log,,,"Unhandled event loop exception",1426817639738
error,log,,,"Unhandled event loop exception",1426817639739
error,log,,,"Unhandled event loop exception",1426817639739
error,log,,,"Unhandled event loop exception",1426817639740
error,log,,,"Unhandled event loop exception",1426817639741
error,log,,,"Unhandled event loop exception",1426817639741
error,log,,,"Unhandled event loop exception",1426817639742
error,log,,,"Unhandled event loop exception",1426817639742
error,log,,,"Unhandled event loop exception",1426817639743
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426817641264
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426817641516
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426817645724
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426817671754
closed,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426817671757
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426817673732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817676043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817679173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817683124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817683913
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426817683921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817684291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817685444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817685525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817686149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817692884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817697112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817699825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817711666
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426817711680
opened,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426817713185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817768550
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426817789442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817789453
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426817789465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426817790534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818145975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818149540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818152862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818156229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818157404
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426818157413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818157736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818158565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818158909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818161388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818165959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818170141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818174920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818176570
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426818176588
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426818178154
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426818178436
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426818184577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818222574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818243411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818245567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818476300
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426818477093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818479994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818483159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818486377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818487461
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426818487471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818487825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818488370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818488978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818491461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818495182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818500412
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426818501887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818505745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818507314
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426818507328
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426818509113
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426818513330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818563791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818809423
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426818810824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818813062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818816069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818820724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818821625
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426818821635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818822022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818822495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818823123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818825442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818829629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818833718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818843562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818845061
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426818845079
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426818846532
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426818846822
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426818853105
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426818891312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426818893678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819211018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819212188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819221977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819222544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819971269
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426819972012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819974229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819977400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819983326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819992144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819993037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819994201
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426819994212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819994562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426819998205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820002574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820006715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820016733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820017491
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426820017508
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426820019036
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426820019307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820022084
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426820023454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820076787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820077735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820333628
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426820335263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820338010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820341090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820346034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820346705
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426820346714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820347063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820347852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820348204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820350676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820355011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820365633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820367489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820368936
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426820368953
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426820370485
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426820370768
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/c/Users/Jonathan/Desktop/ECE385/ece385_lab8_jw/lab8_usb/lab8_usb/software/usb_kb/usb_kb.elf] return code: 4, 'other error'",1426820379509
error,log,,,"Downloading ELF Process failed",1426820379510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820379538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820381328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820386350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820408271
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426820408284
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426820409825
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426820410091
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/c/Users/Jonathan/Desktop/ECE385/ece385_lab8_jw/lab8_usb/lab8_usb/software/usb_kb/usb_kb.elf] return code: 4, 'other error'",1426820418775
error,log,,,"Downloading ELF Process failed",1426820418777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820418805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820421881
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426820423343
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426820423908
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426820424694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820426709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820429683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820429761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820458373
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426820458395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820461320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820462467
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426820462475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820462800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820463856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820463896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820466406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820470506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820475002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820479591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820484175
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426820484191
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426820485687
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426820485946
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/c/Users/Jonathan/Desktop/ECE385/ece385_lab8_jw/lab8_usb/lab8_usb/software/usb_kb/usb_kb.elf] return code: 4, 'other error'",1426820494704
error,log,,,"Downloading ELF Process failed",1426820494706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820494739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820496351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820497899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820508966
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426820509681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820511508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820514551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820517585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820518928
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426820518939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820519278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820520352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820520430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426820522812
